Group;Question Label;Topic Label;Year;Akse;Ordforklaring;Antpers;Farveskala;Gennemsnit;Score (Indekseret score) (gennemsnit) (label);Score (Indekseret score) (gennemsnit);Score (Indekseret score);Score
Mænd, 18 - 24 år;Arbejdsmiljøet skal være bedre end reglerne kræver;Arbejdspladsens prioritering af arbejdsmiljø;2018;Score;"Spørgsmål: I hvilken grad er holdningen på din arbejdsplads, at arbejdsmiljøet skal være bedre end reglerne kræver?

- 1. Slet ikke
- 2. I ringe grad
- 3. I nogen grad
- 4. I høj grad
- 5. Ved ikke

I resultaterne præsenteres den gennemsnitlige score (1-4). Personer, der har svaret 'Ved ikke' (svarkategori 5), er ikke taget med i beregningerne.";588;60,4452666;;;;55,72068073;2,786034037
Mænd;Medarbejderne inddrages i beslutninger om eget arbejdsmiljø;Arbejdspladsens prioritering af arbejdsmiljø;2018;Score;"Spørgsmål: I hvilken grad bliver medarbejderne på din arbejdsplads involveret i beslutninger, som påvirker jeres arbejdsmiljø?

- 1. Slet ikke
- 2. I ringe grad
- 3. I nogen grad
- 4. I høj grad
- 5. Ved ikke

I resultaterne præsenteres den gennemsnitlige score (1-4). Personer, der har svaret 'Ved ikke' (svarkategori 5), er ikke taget med i beregningerne.";16782;16,1903087;;;;58,16023242;2,908011621
Mænd;Arbejdsmiljøproblemer skal forebygges;Arbejdspladsens prioritering af arbejdsmiljø;2018;Score;"Spørgsmål: I hvilken grad prioriterer din arbejdsplads forebyggelse af arbejdsmiljøproblemer højt?

- 1. Slet ikke
- 2. I ringe grad
- 3. I nogen grad
- 4. I høj grad
- 5. Ved ikke

I resultaterne præsenteres den gennemsnitlige score (1-4). Personer, der har svaret 'Ved ikke' (svarkategori 5), er ikke taget med i beregningerne.";16675;7,442233895;;;;59,37005245;2,968502623
Mænd;Arbejdsmiljøet skal være bedre end reglerne kræver;Arbejdspladsens prioritering af arbejdsmiljø;2018;Score;"Spørgsmål: I hvilken grad er holdningen på din arbejdsplads, at arbejdsmiljøet skal være bedre end reglerne kræver?

- 1. Slet ikke
- 2. I ringe grad
- 3. I nogen grad
- 4. I høj grad
- 5. Ved ikke

I resultaterne præsenteres den gennemsnitlige score (1-4). Personer, der har svaret 'Ved ikke' (svarkategori 5), er ikke taget med i beregningerne.";15874;7,686881818;;;;54,77566654;2,738783327
Kvinder, 55 - 64 år;Medarbejderne inddrages i beslutninger om eget arbejdsmiljø;Arbejdspladsens prioritering af arbejdsmiljø;2018;Score;"Spørgsmål: I hvilken grad bliver medarbejderne på din arbejdsplads involveret i beslutninger, som påvirker jeres arbejdsmiljø?

- 1. Slet ikke
- 2. I ringe grad
- 3. I nogen grad
- 4. I høj grad
- 5. Ved ikke

I resultaterne præsenteres den gennemsnitlige score (1-4). Personer, der har svaret 'Ved ikke' (svarkategori 5), er ikke taget med i beregningerne.";5567;0,98667521;;;;57,77783777;2,888891888
Kvinder, 55 - 64 år;Arbejdsmiljøproblemer skal forebygges;Arbejdspladsens prioritering af arbejdsmiljø;2018;Score;"Spørgsmål: I hvilken grad prioriterer din arbejdsplads forebyggelse af arbejdsmiljøproblemer højt?

- 1. Slet ikke
- 2. I ringe grad
- 3. I nogen grad
- 4. I høj grad
- 5. Ved ikke

I resultaterne præsenteres den gennemsnitlige score (1-4). Personer, der har svaret 'Ved ikke' (svarkategori 5), er ikke taget med i beregningerne.";5550;27,91692762;;;;60,26044714;3,013022357
Kvinder, 55 - 64 år;Arbejdsmiljøet skal være bedre end reglerne kræver;Arbejdspladsens prioritering af arbejdsmiljø;2018;Score;"Spørgsmål: I hvilken grad er holdningen på din arbejdsplads, at arbejdsmiljøet skal være bedre end reglerne kræver?

- 1. Slet ikke
- 2. I ringe grad
- 3. I nogen grad
- 4. I høj grad
- 5. Ved ikke

I resultaterne præsenteres den gennemsnitlige score (1-4). Personer, der har svaret 'Ved ikke' (svarkategori 5), er ikke taget med i beregningerne.";5220;-28,8237714;;;;54,12168357;2,706084179
Kvinder, 45 - 54 år;Medarbejderne inddrages i beslutninger om eget arbejdsmiljø;Arbejdspladsens prioritering af arbejdsmiljø;2018;Score;"Spørgsmål: I hvilken grad bliver medarbejderne på din arbejdsplads involveret i beslutninger, som påvirker jeres arbejdsmiljø?

- 1. Slet ikke
- 2. I ringe grad
- 3. I nogen grad
- 4. I høj grad
- 5. Ved ikke

I resultaterne præsenteres den gennemsnitlige score (1-4). Personer, der har svaret 'Ved ikke' (svarkategori 5), er ikke taget med i beregningerne.";6405;-4,647368428;;;;57,63613295;2,881806647
Kvinder, 45 - 54 år;Arbejdsmiljøproblemer skal forebygges;Arbejdspladsens prioritering af arbejdsmiljø;2018;Score;"Spørgsmål: I hvilken grad prioriterer din arbejdsplads forebyggelse af arbejdsmiljøproblemer højt?

- 1. Slet ikke
- 2. I ringe grad
- 3. I nogen grad
- 4. I høj grad
- 5. Ved ikke

I resultaterne præsenteres den gennemsnitlige score (1-4). Personer, der har svaret 'Ved ikke' (svarkategori 5), er ikke taget med i beregningerne.";6393;11,12097106;;;;59,53003179;2,97650159
Kvinder, 45 - 54 år;Arbejdsmiljøet skal være bedre end reglerne kræver;Arbejdspladsens prioritering af arbejdsmiljø;2018;Score;"Spørgsmål: I hvilken grad er holdningen på din arbejdsplads, at arbejdsmiljøet skal være bedre end reglerne kræver?

- 1. Slet ikke
- 2. I ringe grad
- 3. I nogen grad
- 4. I høj grad
- 5. Ved ikke

I resultaterne præsenteres den gennemsnitlige score (1-4). Personer, der har svaret 'Ved ikke' (svarkategori 5), er ikke taget med i beregningerne.";5981;-32,46493399;;;;54,05646265;2,702823133
Kvinder, 35 - 44 år;Medarbejderne inddrages i beslutninger om eget arbejdsmiljø;Arbejdspladsens prioritering af arbejdsmiljø;2018;Score;"Spørgsmål: I hvilken grad bliver medarbejderne på din arbejdsplads involveret i beslutninger, som påvirker jeres arbejdsmiljø?

- 1. Slet ikke
- 2. I ringe grad
- 3. I nogen grad
- 4. I høj grad
- 5. Ved ikke

I resultaterne præsenteres den gennemsnitlige score (1-4). Personer, der har svaret 'Ved ikke' (svarkategori 5), er ikke taget med i beregningerne.";4308;-2,424878481;;;;57,69203197;2,884601598
Kvinder, 35 - 44 år;Arbejdsmiljøproblemer skal forebygges;Arbejdspladsens prioritering af arbejdsmiljø;2018;Score;"Spørgsmål: I hvilken grad prioriterer din arbejdsplads forebyggelse af arbejdsmiljøproblemer højt?

- 1. Slet ikke
- 2. I ringe grad
- 3. I nogen grad
- 4. I høj grad
- 5. Ved ikke

I resultaterne præsenteres den gennemsnitlige score (1-4). Personer, der har svaret 'Ved ikke' (svarkategori 5), er ikke taget med i beregningerne.";4290;-8,837002033;;;;58,66210803;2,933105402
Kvinder, 35 - 44 år;Arbejdsmiljøet skal være bedre end reglerne kræver;Arbejdspladsens prioritering af arbejdsmiljø;2018;Score;"Spørgsmål: I hvilken grad er holdningen på din arbejdsplads, at arbejdsmiljøet skal være bedre end reglerne kræver?

- 1. Slet ikke
- 2. I ringe grad
- 3. I nogen grad
- 4. I høj grad
- 5. Ved ikke

I resultaterne præsenteres den gennemsnitlige score (1-4). Personer, der har svaret 'Ved ikke' (svarkategori 5), er ikke taget med i beregningerne.";3943;5,142005981;;;;54,73008244;2,736504122
Kvinder, 25 - 34 år;Medarbejderne inddrages i beslutninger om eget arbejdsmiljø;Arbejdspladsens prioritering af arbejdsmiljø;2018;Score;"Spørgsmål: I hvilken grad bliver medarbejderne på din arbejdsplads involveret i beslutninger, som påvirker jeres arbejdsmiljø?

- 1. Slet ikke
- 2. I ringe grad
- 3. I nogen grad
- 4. I høj grad
- 5. Ved ikke

I resultaterne præsenteres den gennemsnitlige score (1-4). Personer, der har svaret 'Ved ikke' (svarkategori 5), er ikke taget med i beregningerne.";2391;-65,38207072;;;;56,10856224;2,805428112
Kvinder, 25 - 34 år;Arbejdsmiljøproblemer skal forebygges;Arbejdspladsens prioritering af arbejdsmiljø;2018;Score;"Spørgsmål: I hvilken grad prioriterer din arbejdsplads forebyggelse af arbejdsmiljøproblemer højt?

- 1. Slet ikke
- 2. I ringe grad
- 3. I nogen grad
- 4. I høj grad
- 5. Ved ikke

I resultaterne præsenteres den gennemsnitlige score (1-4). Personer, der har svaret 'Ved ikke' (svarkategori 5), er ikke taget med i beregningerne.";2363;-54,2176782;;;;56,68861269;2,834430634
Kvinder, 25 - 34 år;Arbejdsmiljøet skal være bedre end reglerne kræver;Arbejdspladsens prioritering af arbejdsmiljø;2018;Score;"Spørgsmål: I hvilken grad er holdningen på din arbejdsplads, at arbejdsmiljøet skal være bedre end reglerne kræver?

- 1. Slet ikke
- 2. I ringe grad
- 3. I nogen grad
- 4. I høj grad
- 5. Ved ikke

I resultaterne præsenteres den gennemsnitlige score (1-4). Personer, der har svaret 'Ved ikke' (svarkategori 5), er ikke taget med i beregningerne.";2131;-0,706830791;;;;54,62531741;2,73126587
Kvinder, 18 - 24 år;Medarbejderne inddrages i beslutninger om eget arbejdsmiljø;Arbejdspladsens prioritering af arbejdsmiljø;2018;Score;"Spørgsmål: I hvilken grad bliver medarbejderne på din arbejdsplads involveret i beslutninger, som påvirker jeres arbejdsmiljø?

- 1. Slet ikke
- 2. I ringe grad
- 3. I nogen grad
- 4. I høj grad
- 5. Ved ikke

I resultaterne præsenteres den gennemsnitlige score (1-4). Personer, der har svaret 'Ved ikke' (svarkategori 5), er ikke taget med i beregningerne.";693;-19,91284018;;;;57,25218297;2,862609148
Kvinder, 18 - 24 år;Arbejdsmiljøproblemer skal forebygges;Arbejdspladsens prioritering af arbejdsmiljø;2018;Score;"Spørgsmål: I hvilken grad prioriterer din arbejdsplads forebyggelse af arbejdsmiljøproblemer højt?

- 1. Slet ikke
- 2. I ringe grad
- 3. I nogen grad
- 4. I høj grad
- 5. Ved ikke

I resultaterne præsenteres den gennemsnitlige score (1-4). Personer, der har svaret 'Ved ikke' (svarkategori 5), er ikke taget med i beregningerne.";677;-37,62884889;;;;57,41002057;2,870501028
Kvinder, 18 - 24 år;Arbejdsmiljøet skal være bedre end reglerne kræver;Arbejdspladsens prioritering af arbejdsmiljø;2018;Score;"Spørgsmål: I hvilken grad er holdningen på din arbejdsplads, at arbejdsmiljøet skal være bedre end reglerne kræver?

- 1. Slet ikke
- 2. I ringe grad
- 3. I nogen grad
- 4. I høj grad
- 5. Ved ikke

I resultaterne præsenteres den gennemsnitlige score (1-4). Personer, der har svaret 'Ved ikke' (svarkategori 5), er ikke taget med i beregningerne.";628;67,53506601;;;;55,84767402;2,792383701
Kvinder;Medarbejderne inddrages i beslutninger om eget arbejdsmiljø;Arbejdspladsens prioritering af arbejdsmiljø;2018;Score;"Spørgsmål: I hvilken grad bliver medarbejderne på din arbejdsplads involveret i beslutninger, som påvirker jeres arbejdsmiljø?

- 1. Slet ikke
- 2. I ringe grad
- 3. I nogen grad
- 4. I høj grad
- 5. Ved ikke

I resultaterne præsenteres den gennemsnitlige score (1-4). Personer, der har svaret 'Ved ikke' (svarkategori 5), er ikke taget med i beregningerne.";19364;-16,1903087;;;;57,34581033;2,867290517
Kvinder;Arbejdsmiljøproblemer skal forebygges;Arbejdspladsens prioritering af arbejdsmiljø;2018;Score;"Spørgsmål: I hvilken grad prioriterer din arbejdsplads forebyggelse af arbejdsmiljøproblemer højt?

- 1. Slet ikke
- 2. I ringe grad
- 3. I nogen grad
- 4. I høj grad
- 5. Ved ikke

I resultaterne præsenteres den gennemsnitlige score (1-4). Personer, der har svaret 'Ved ikke' (svarkategori 5), er ikke taget med i beregningerne.";19273;-7,442233895;;;;58,72276311;2,936138156
Kvinder;Arbejdsmiljøet skal være bedre end reglerne kræver;Arbejdspladsens prioritering af arbejdsmiljø;2018;Score;"Spørgsmål: I hvilken grad er holdningen på din arbejdsplads, at arbejdsmiljøet skal være bedre end reglerne kræver?

- 1. Slet ikke
- 2. I ringe grad
- 3. I nogen grad
- 4. I høj grad
- 5. Ved ikke

I resultaterne præsenteres den gennemsnitlige score (1-4). Personer, der har svaret 'Ved ikke' (svarkategori 5), er ikke taget med i beregningerne.";17903;-7,686881818;;;;54,50028994;2,725014497
Mænd, 55 - 64 år;Arbejdsrelateret sygdom;Arbejdsrelateret sygdom;2018;Andel (%);"Spørgsmål: Har du inden for de sidste 12 måneder haft en sygdom, som skyldes dit arbejde?

-Ja
-Nej

I resultaterne præsenteres andel (%), der svarer 'Ja'.";5105;15,49463905;;;;9,72136599;9,72136599
Mænd, 45 - 54 år;Arbejdsrelateret sygdom;Arbejdsrelateret sygdom;2018;Andel (%);"Spørgsmål: Har du inden for de sidste 12 måneder haft en sygdom, som skyldes dit arbejde?

-Ja
-Nej

I resultaterne præsenteres andel (%), der svarer 'Ja'.";5396;13,29808324;;;;9,871867326;9,871867326
Mænd, 35 - 44 år;Arbejdsrelateret sygdom;Arbejdsrelateret sygdom;2018;Andel (%);"Spørgsmål: Har du inden for de sidste 12 måneder haft en sygdom, som skyldes dit arbejde?

-Ja
-Nej

I resultaterne præsenteres andel (%), der svarer 'Ja'.";3533;3,926849941;;;;10,51395578;10,51395578
Mænd, 25 - 34 år;Arbejdsrelateret sygdom;Arbejdsrelateret sygdom;2018;Andel (%);"Spørgsmål: Har du inden for de sidste 12 måneder haft en sygdom, som skyldes dit arbejde?

-Ja
-Nej

I resultaterne præsenteres andel (%), der svarer 'Ja'.";1912;27,42677694;;;;8,903812125;8,903812125
Mænd, 18 - 24 år;Arbejdsrelateret sygdom;Arbejdsrelateret sygdom;2018;Andel (%);"Spørgsmål: Har du inden for de sidste 12 måneder haft en sygdom, som skyldes dit arbejde?

-Ja
-Nej

I resultaterne præsenteres andel (%), der svarer 'Ja'.";604;64,3924462;;;;6,371036686;6,371036686
Mænd;Arbejdsrelateret sygdom;Arbejdsrelateret sygdom;2018;Andel (%);"Spørgsmål: Har du inden for de sidste 12 måneder haft en sygdom, som skyldes dit arbejde?

-Ja
-Nej

I resultaterne præsenteres andel (%), der svarer 'Ja'.";16550;19,27971143;;;;9,462024321;9,462024321
Kvinder, 55 - 64 år;Arbejdsrelateret sygdom;Arbejdsrelateret sygdom;2018;Andel (%);"Spørgsmål: Har du inden for de sidste 12 måneder haft en sygdom, som skyldes dit arbejde?

-Ja
-Nej

I resultaterne præsenteres andel (%), der svarer 'Ja'.";5619;-14,27492255;;;;11,76108598;11,76108598
Kvinder, 45 - 54 år;Arbejdsrelateret sygdom;Arbejdsrelateret sygdom;2018;Andel (%);"Spørgsmål: Har du inden for de sidste 12 måneder haft en sygdom, som skyldes dit arbejde?

-Ja
-Nej

I resultaterne præsenteres andel (%), der svarer 'Ja'.";6435;-18,21234922;;;;12,0308665;12,0308665
Kvinder, 35 - 44 år;Arbejdsrelateret sygdom;Arbejdsrelateret sygdom;2018;Andel (%);"Spørgsmål: Har du inden for de sidste 12 måneder haft en sygdom, som skyldes dit arbejde?

-Ja
-Nej

I resultaterne præsenteres andel (%), der svarer 'Ja'.";4294;-33,44034695;;;;13,07424268;13,07424268
Kvinder, 25 - 34 år;Arbejdsrelateret sygdom;Arbejdsrelateret sygdom;2018;Andel (%);"Spørgsmål: Har du inden for de sidste 12 måneder haft en sygdom, som skyldes dit arbejde?

-Ja
-Nej

I resultaterne præsenteres andel (%), der svarer 'Ja'.";2330;-35,6075538;;;;13,22273311;13,22273311
Kvinder, 18 - 24 år;Arbejdsrelateret sygdom;Arbejdsrelateret sygdom;2018;Andel (%);"Spørgsmål: Har du inden for de sidste 12 måneder haft en sygdom, som skyldes dit arbejde?

-Ja
-Nej

I resultaterne præsenteres andel (%), der svarer 'Ja'.";659;40,55542107;;;;8,004277284;8,004277284
Kvinder;Arbejdsrelateret sygdom;Arbejdsrelateret sygdom;2018;Andel (%);"Spørgsmål: Har du inden for de sidste 12 måneder haft en sygdom, som skyldes dit arbejde?

-Ja
-Nej

I resultaterne præsenteres andel (%), der svarer 'Ja'.";19337;-19,27971143;;;;12,10399892;12,10399892
Mænd, 55 - 64 år;Ugentlig arbejdstid;Arbejdstid;2018;Timer;"Spørgsmål: Hvor mange timer om ugen arbejder du i din hovedbeskæftigelse, inklusiv eventuelle ekstratimer?

-Skriv antal timer

I resultaterne præsenteres den gennemsnitlige arbejdstid om ugen i timeantal.";5225;-14,51505468;;;;39,22340964;39,22340964
Mænd, 55 - 64 år;Natarbejde;Arbejdstid;2018;Andel (%);"Spørgsmål: På hvilket tidspunkt af døgnet arbejder du sædvanligvis i din hovedbeskæftigelse?

-Skiftende arbejdstider uden natarbejde
-Skiftende arbejdstider med  natarbejde
-Fast  natarbejde  (overvejende mellem kl. 24 og 05)
-Fast aftenarbejde (overvejende mellem kl. 15 og 24)
-Fast dagarbejde (overvejende mellem kl. 06 og 18)

I resultaterne præsenteres andel (%) med natarbejde, dvs. kryds ved 'Fast natarbejde' eller 'Skiftende arbejdstider med natarbejde' (svarkategori 2-3).";5226;9,944185544;;;;6,771949385;6,771949385
Mænd, 55 - 64 år;Andet end fast dagarbejde;Arbejdstid;2018;Andel (%);"Spørgsmål: På hvilket tidspunkt af døgnet arbejder du sædvanligvis i din hovedbeskæftigelse?

-Fast dagarbejde (overvejende mellem kl. 06 og 18)
-Fast aftenarbejde (overvejende mellem kl. 15 og 24)
-Fast natarbejde (overvejende mellem kl. 24 og 05)
-Skiftende arbejdstider  med  natarbejde
-Skiftende arbejdstider  uden  natarbejde

I resultaterne præsenteres andel (%) med 'andet end fast dagarbejde' (svarkategori 2-5).";5226;16,86672178;;;;13,81441112;13,81441112
Mænd, 45 - 54 år;Ugentlig arbejdstid;Arbejdstid;2018;Timer;"Spørgsmål: Hvor mange timer om ugen arbejder du i din hovedbeskæftigelse, inklusiv eventuelle ekstratimer?

-Skriv antal timer

I resultaterne præsenteres den gennemsnitlige arbejdstid om ugen i timeantal.";5571;-29,28390288;;;;41,09289624;41,09289624
Mænd, 45 - 54 år;Natarbejde;Arbejdstid;2018;Andel (%);"Spørgsmål: På hvilket tidspunkt af døgnet arbejder du sædvanligvis i din hovedbeskæftigelse?

-Skiftende arbejdstider uden natarbejde
-Skiftende arbejdstider med  natarbejde
-Fast  natarbejde  (overvejende mellem kl. 24 og 05)
-Fast aftenarbejde (overvejende mellem kl. 15 og 24)
-Fast dagarbejde (overvejende mellem kl. 06 og 18)

I resultaterne præsenteres andel (%) med natarbejde, dvs. kryds ved 'Fast natarbejde' eller 'Skiftende arbejdstider med natarbejde' (svarkategori 2-3).";5581;-9,022686486;;;;8,032453354;8,032453354
Mænd, 45 - 54 år;Andet end fast dagarbejde;Arbejdstid;2018;Andel (%);"Spørgsmål: På hvilket tidspunkt af døgnet arbejder du sædvanligvis i din hovedbeskæftigelse?

-Fast dagarbejde (overvejende mellem kl. 06 og 18)
-Fast aftenarbejde (overvejende mellem kl. 15 og 24)
-Fast natarbejde (overvejende mellem kl. 24 og 05)
-Skiftende arbejdstider  med  natarbejde
-Skiftende arbejdstider  uden  natarbejde

I resultaterne præsenteres andel (%) med 'andet end fast dagarbejde' (svarkategori 2-5).";5581;11,95500457;;;;15,13171991;15,13171991
Mænd, 35 - 44 år;Ugentlig arbejdstid;Arbejdstid;2018;Timer;"Spørgsmål: Hvor mange timer om ugen arbejder du i din hovedbeskæftigelse, inklusiv eventuelle ekstratimer?

-Skriv antal timer

I resultaterne præsenteres den gennemsnitlige arbejdstid om ugen i timeantal.";3755;-27,70073731;;;;40,89249423;40,89249423
Mænd, 35 - 44 år;Natarbejde;Arbejdstid;2018;Andel (%);"Spørgsmål: På hvilket tidspunkt af døgnet arbejder du sædvanligvis i din hovedbeskæftigelse?

-Skiftende arbejdstider uden natarbejde
-Skiftende arbejdstider med  natarbejde
-Fast  natarbejde  (overvejende mellem kl. 24 og 05)
-Fast aftenarbejde (overvejende mellem kl. 15 og 24)
-Fast dagarbejde (overvejende mellem kl. 06 og 18)

I resultaterne præsenteres andel (%) med natarbejde, dvs. kryds ved 'Fast natarbejde' eller 'Skiftende arbejdstider med natarbejde' (svarkategori 2-3).";3764;-6,79555601;;;;7,884442295;7,884442295
Mænd, 35 - 44 år;Andet end fast dagarbejde;Arbejdstid;2018;Andel (%);"Spørgsmål: På hvilket tidspunkt af døgnet arbejder du sædvanligvis i din hovedbeskæftigelse?

-Fast dagarbejde (overvejende mellem kl. 06 og 18)
-Fast aftenarbejde (overvejende mellem kl. 15 og 24)
-Fast natarbejde (overvejende mellem kl. 24 og 05)
-Skiftende arbejdstider  med  natarbejde
-Skiftende arbejdstider  uden  natarbejde

I resultaterne præsenteres andel (%) med 'andet end fast dagarbejde' (svarkategori 2-5).";3764;12,37505169;;;;15,01906445;15,01906445
